"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210206","우이신설선","신설동","1282","1198","20210209",""
"20210206","우이신설선","보문","989","1008","20210209",""
"20210206","우이신설선","성신여대입구(돈암)","2309","2755","20210209",""
"20210206","우이신설선","정릉","3060","2566","20210209",""
"20210206","우이신설선","북한산보국문","4220","3746","20210209",""
"20210206","우이신설선","솔샘","3228","2905","20210209",""
"20210206","우이신설선","삼양사거리","1653","1636","20210209",""
"20210206","우이신설선","삼양","1344","1405","20210209",""
"20210206","우이신설선","화계","2155","2002","20210209",""
"20210206","우이신설선","가오리","2423","2305","20210209",""
"20210206","우이신설선","4.19민주묘지","1826","1601","20210209",""
"20210206","우이신설선","솔밭공원","1543","1528","20210209",""
"20210206","우이신설선","북한산우이","2193","2190","20210209",""
"20210206","안산선","수리산","2441","2122","20210209",""
"20210206","안산선","오이도","6178","6282","20210209",""
"20210206","안산선","정왕","5029","5019","20210209",""
"20210206","안산선","신길온천","1117","1097","20210209",""
"20210206","안산선","안산","8255","8084","20210209",""
"20210206","안산선","초지","2532","2715","20210209",""
"20210206","안산선","고잔","4847","4672","20210209",""
"20210206","안산선","중앙","12443","12908","20210209",""
"20210206","안산선","한대앞","5704","5660","20210209",""
"20210206","안산선","상록수","10431","10563","20210209",""
"20210206","안산선","반월","2855","2635","20210209",""
"20210206","안산선","대야미","3303","2819","20210209",""
"20210206","안산선","산본","10250","11043","20210209",""
"20210206","수인선","인천","930","1578","20210209",""
"20210206","수인선","신포","1318","1370","20210209",""
"20210206","수인선","숭의","2377","2243","20210209",""
"20210206","수인선","인하대","3575","3343","20210209",""
"20210206","수인선","송도","1894","1719","20210209",""
"20210206","수인선","연수","3128","3167","20210209",""
"20210206","수인선","원인재","3138","3184","20210209",""
"20210206","수인선","남동인더스파크","973","971","20210209",""
"20210206","수인선","호구포","2093","2021","20210209",""
"20210206","수인선","인천논현","3824","4042","20210209",""
"20210206","수인선","소래포구","4146","4175","20210209",""
"20210206","수인선","월곶","1786","1722","20210209",""
"20210206","수인선","달월","49","51","20210209",""
"20210206","수인선","사리","2489","2190","20210209",""
"20210206","수인선","야목","136","124","20210209",""
"20210206","수인선","어천","432","401","20210209",""
"20210206","수인선","오목천","1475","1336","20210209",""
"20210206","수인선","고색","1914","1947","20210209",""
"20210206","분당선","매교","1793","1871","20210209",""
"20210206","분당선","수원시청","8873","9593","20210209",""
"20210206","분당선","매탄권선","2840","2753","20210209",""
"20210206","분당선","망포","7915","7220","20210209",""
"20210206","분당선","영통","5544","5546","20210209",""
"20210206","분당선","청명","2270","2238","20210209",""
"20210206","분당선","상갈","3229","3247","20210209",""
"20210206","분당선","기흥","5689","5421","20210209",""
"20210206","분당선","신갈","2331","2388","20210209",""
"20210206","분당선","구성","2616","2779","20210209",""
"20210206","분당선","죽전","9312","10024","20210209",""
"20210206","분당선","보정","1385","1282","20210209",""
"20210206","분당선","이매","3336","3154","20210209",""
"20210206","분당선","오리","6727","5686","20210209",""
"20210206","분당선","미금","9582","9981","20210209",""
"20210206","분당선","정자","9600","9622","20210209",""
"20210206","분당선","수내","7737","7190","20210209",""
"20210206","분당선","서현","15988","16110","20210209",""
"20210206","1호선","동대문","8850","7830","20210209",""
"20210206","1호선","신설동","8418","8188","20210209",""
"20210206","1호선","동묘앞","9739","10119","20210209",""
"20210206","분당선","야탑","14424","15189","20210209",""
"20210206","분당선","모란","13919","14239","20210209",""
"20210206","1호선","제기동","16464","17388","20210209",""
"20210206","1호선","시청","7484","7416","20210209",""
"20210206","1호선","종각","14295","13388","20210209",""
"20210207","5호선","신금호","2376","2618","20210210",""
"20210207","6호선","약수","1364","1373","20210210",""
"20210207","일산선","대화","4957","4660","20210210",""
"20210207","장항선","쌍용(나사렛대)","901","886","20210210",""
"20210207","장항선","봉명","426","443","20210210",""
"20210207","장항선","아산","1811","1504","20210210",""
"20210207","장항선","배방","574","609","20210210",""
"20210207","장항선","온양온천","2349","2481","20210210",""
"20210207","장항선","신창(순천향대)","625","640","20210210",""
"20210207","중앙선","회기","12058","11776","20210210",""
"20210207","중앙선","중랑","2719","2646","20210210",""
"20210207","중앙선","상봉(시외버스터미널)","3007","3179","20210210",""
"20210207","중앙선","망우","3778","3781","20210210",""
"20210207","중앙선","양원","616","667","20210210",""
"20210207","중앙선","구리","5889","6234","20210210",""
"20210207","중앙선","도농","3598","3633","20210210",""
"20210207","중앙선","양정","349","297","20210210",""
"20210207","중앙선","덕소","2753","2773","20210210",""
"20210207","중앙선","도심","978","927","20210210",""
"20210207","중앙선","팔당","1051","1050","20210210",""
"20210207","중앙선","운길산","709","669","20210210",""
"20210207","중앙선","양수","1145","1105","20210210",""
"20210207","중앙선","신원","240","135","20210210",""
"20210207","중앙선","국수","431","394","20210210",""
"20210207","중앙선","아신","338","325","20210210",""
"20210207","중앙선","오빈","130","144","20210210",""
"20210207","중앙선","양평","1492","1359","20210210",""
"20210207","중앙선","원덕","188","174","20210210",""
"20210207","중앙선","용문","1294","1055","20210210",""
"20210207","중앙선","지평","38","21","20210210",""
"20210207","7호선","천왕","4088","3999","20210210",""
"20210207","일산선","주엽","3621","3553","20210210",""
"20210207","일산선","정발산","4011","3920","20210210",""
"20210207","일산선","마두","2716","2703","20210210",""
"20210207","일산선","백석","4690","4665","20210210",""
"20210207","일산선","대곡","779","602","20210210",""
"20210207","일산선","화정","7526","7711","20210210",""
"20210207","일산선","원당","5033","4882","20210210",""
"20210207","일산선","삼송","8676","8560","20210210",""
"20210207","일산선","원흥","3909","3814","20210210",""
"20210207","우이신설선","신설동","998","960","20210210",""
"20210207","우이신설선","보문","786","781","20210210",""
"20210207","우이신설선","성신여대입구(돈암)","1882","2059","20210210",""
"20210207","우이신설선","정릉","2105","1813","20210210",""
"20210207","우이신설선","북한산보국문","2914","2613","20210210",""
"20210207","우이신설선","솔샘","2195","2047","20210210",""
"20210207","우이신설선","삼양사거리","1221","1204","20210210",""
"20210207","우이신설선","삼양","1037","1053","20210210",""
"20210207","우이신설선","화계","1646","1537","20210210",""
"20210207","우이신설선","가오리","1912","1794","20210210",""
"20210207","우이신설선","4.19민주묘지","1517","1373","20210210",""
"20210207","우이신설선","솔밭공원","1207","1136","20210210",""
"20210207","우이신설선","북한산우이","1937","2121","20210210",""
"20210207","안산선","수리산","1653","1540","20210210",""
"20210207","안산선","오이도","4503","4371","20210210",""
"20210207","안산선","정왕","3945","4191","20210210",""
"20210207","안산선","신길온천","840","829","20210210",""
"20210207","안산선","안산","7507","6985","20210210",""
"20210207","안산선","초지","1718","1729","20210210",""
"20210207","안산선","고잔","3118","3042","20210210",""
"20210207","안산선","중앙","8859","8772","20210210",""
"20210207","안산선","한대앞","4002","3960","20210210",""
"20210207","안산선","상록수","7588","7429","20210210",""
"20210207","안산선","반월","1908","1892","20210210",""
"20210207","안산선","대야미","2183","2089","20210210",""
"20210207","안산선","산본","6871","7195","20210210",""
"20210207","수인선","인천","856","1291","20210210",""
"20210207","수인선","신포","886","838","20210210",""
"20210207","수인선","숭의","1624","1536","20210210",""
"20210207","수인선","인하대","2632","2459","20210210",""
"20210207","수인선","송도","1339","1178","20210210",""
"20210207","수인선","연수","2423","2358","20210210",""
"20210207","수인선","원인재","2300","2338","20210210",""
"20210207","수인선","남동인더스파크","618","634","20210210",""
"20210207","수인선","호구포","1533","1611","20210210",""
"20210207","수인선","인천논현","2576","2694","20210210",""
"20210207","수인선","소래포구","3504","3366","20210210",""
"20210207","수인선","월곶","1250","1266","20210210",""
"20210207","수인선","달월","39","37","20210210",""
"20210207","수인선","사리","1750","1514","20210210",""
"20210207","수인선","야목","127","103","20210210",""
"20210207","수인선","어천","287","359","20210210",""
"20210207","수인선","오목천","965","933","20210210",""
"20210207","수인선","고색","1149","1282","20210210",""
"20210207","분당선","매교","1216","1261","20210210",""
"20210207","분당선","수원시청","5763","5532","20210210",""
"20210207","분당선","매탄권선","2042","1967","20210210",""
"20210207","분당선","망포","4993","5178","20210210",""
"20210207","분당선","영통","3856","3749","20210210",""
"20210207","분당선","청명","1572","1522","20210210",""
"20210207","분당선","상갈","2312","2410","20210210",""
"20210207","분당선","기흥","3970","3862","20210210",""
"20210207","분당선","신갈","1561","1636","20210210",""
"20210207","분당선","구성","1751","1964","20210210",""
"20210207","분당선","죽전","6579","7359","20210210",""
"20210207","분당선","보정","819","818","20210210",""
"20210207","분당선","이매","2233","2353","20210210",""
"20210207","분당선","오리","4501","4014","20210210",""
"20210207","분당선","미금","5804","6283","20210210",""
"20210207","분당선","정자","6031","6095","20210210",""
"20210207","분당선","수내","5159","4880","20210210",""
"20210207","분당선","서현","11606","11391","20210210",""
"20210207","분당선","야탑","10318","10752","20210210",""
"20210207","분당선","모란","9240","9538","20210210",""
"20210207","분당선","태평","6606","6238","20210210",""
"20210207","분당선","가천대","2981","3551","20210210",""
"20210207","분당선","선정릉","1765","1874","20210210",""
"20210207","분당선","강남구청","2420","2887","20210210",""
"20210207","분당선","압구정로데오","8602","9120","20210210",""
"20210207","분당선","서울숲","3700","3764","20210210",""
"20210207","분당선","수원","4550","3712","20210210",""
"20210207","분당선","수서","5374","5463","20210210",""
"20210207","분당선","대모산입구","1448","1332","20210210",""
"20210207","분당선","개포동","1541","1581","20210210",""
"20210207","분당선","구룡","562","537","20210210",""
"20210207","분당선","도곡","1978","2038","20210210",""
"20210207","분당선","한티","6832","6423","20210210",""
"20210207","분당선","선릉","2142","3075","20210210",""
"20210207","과천선","범계","11332","10890","20210210",""
"20210207","과천선","평촌","4778","4602","20210210",""
"20210207","과천선","인덕원","8543","8501","20210210",""
"20210207","과천선","정부과천청사","2946","3162","20210210",""
"20210207","과천선","과천","2345","2211","20210210",""
"20210207","과천선","대공원","2174","2317","20210210",""
"20210207","과천선","경마공원","488","460","20210210",""
"20210207","과천선","선바위","2639","2503","20210210",""
"20210207","공항철도 1호선","영종","1603","1622","20210210",""
"20210207","공항철도 1호선","인천공항2터미널","1406","1264","20210210",""
"20210207","공항철도 1호선","인천공항1터미널","2599","2618","20210210",""
"20210207","공항철도 1호선","공항화물청사","908","991","20210210",""
"20210207","공항철도 1호선","운서","3906","3861","20210210",""
"20210207","공항철도 1호선","청라국제도시","2212","2115","20210210",""
"20210207","공항철도 1호선","검암","2679","2701","20210210",""
"20210207","공항철도 1호선","계양","3528","3435","20210210",""
"20210207","공항철도 1호선","김포공항","8219","4730","20210210",""
"20210207","공항철도 1호선","마곡나루(서울식물원)","1423","1596","20210210",""
"20210207","공항철도 1호선","디지털미디어시티","2721","2718","20210210",""
"20210207","공항철도 1호선","홍대입구","6711","5992","20210210",""
"20210207","공항철도 1호선","공덕","866","1146","20210210",""
"20210207","공항철도 1호선","서울역","4091","4015","20210210",""
"20210207","경춘선","춘천","873","785","20210210",""
"20210207","경춘선","남춘천","2027","1955","20210210",""
"20210207","경춘선","김유정","317","321","20210210",""
"20210207","경춘선","강촌","402","347","20210210",""
"20210207","경춘선","백양리","176","127","20210210",""
"20210207","경춘선","굴봉산","109","123","20210210",""
"20210207","경춘선","가평","1009","920","20210210",""
"20210207","경춘선","상천","260","201","20210210",""
"20210207","경춘선","청평","931","790","20210210",""
"20210207","경춘선","대성리","395","296","20210210",""
"20210207","경춘선","마석","1907","1869","20210210",""
"20210207","경춘선","천마산","867","860","20210210",""
"20210207","경춘선","평내호평","2682","2537","20210210",""
"20210207","경춘선","금곡","741","701","20210210",""
"20210207","경춘선","사릉","1356","1390","20210210",""
"20210207","경춘선","퇴계원","1626","1539","20210210",""
"20210207","경춘선","별내","1244","1124","20210210",""
"20210207","경춘선","갈매","1131","1023","20210210",""
"20210207","경춘선","신내","618","635","20210210",""
"20210207","경인선","도화","1969","1772","20210210",""
"20210207","경인선","중동","3905","3592","20210210",""
"20210207","경인선","온수(성공회대입구)","2869","2729","20210210",""
"20210207","경인선","도원","1318","1345","20210210",""
"20210207","경인선","간석","2579","2447","20210210",""
"20210207","경인선","부개","3761","3575","20210210",""
"20210207","경인선","소사","4325","4095","20210210",""
"20210207","경인선","구일","2466","2402","20210210",""
"20210207","경인선","인천","2499","2017","20210210",""
"20210207","경인선","동인천","7258","6964","20210210",""
"20210207","경인선","제물포","4404","4304","20210210",""
"20210207","경인선","주안","9449","8312","20210210",""
"20210207","경인선","동암","7813","7715","20210210",""
"20210207","경인선","백운","3212","3204","20210210",""
"20210207","경인선","부평","18967","19446","20210210",""
"20210207","경인선","송내","10441","10367","20210210",""
"20210207","경인선","부천","18720","18328","20210210",""
"20210207","경인선","역곡","11810","11769","20210210",""
"20210207","경인선","오류동","5753","5213","20210210",""
"20210207","경인선","개봉","9195","9402","20210210",""
"20210207","경의선","임진강","23","20","20210210",""
"20210207","경의선","문산","2435","2475","20210210",""
"20210207","경의선","파주","418","335","20210210",""
"20210207","경의선","월롱","624","1013","20210210",""
"20210207","경의선","금촌","3061","3159","20210210",""
"20210207","경의선","금릉","1922","1940","20210210",""
"20210207","경의선","운정","2425","2430","20210210",""
"20210207","경의선","야당","2850","2682","20210210",""
"20210207","경의선","탄현","3044","2871","20210210",""
"20210207","경의선","일산","3475","3446","20210210",""
"20210207","경의선","풍산","2578","2477","20210210",""
"20210207","경의선","백마","2404","2430","20210210",""
"20210207","경의선","곡산","207","221","20210210",""
"20210207","경의선","능곡","1698","1693","20210210",""
"20210207","경의선","행신","3026","2931","20210210",""
"20210207","경의선","강매","1117","1100","20210210",""
"20210207","경의선","화전","530","528","20210210",""
"20210207","경의선","수색","688","717","20210210",""
"20210207","경의선","디지털미디어시티","1002","920","20210210",""
"20210207","경의선","가좌","2271","2312","20210210",""
"20210207","경의선","홍대입구","1115","1184","20210210",""
"20210207","경의선","서강대","920","864","20210210",""
"20210207","경의선","공덕","1265","1080","20210210",""
"20210207","경의선","효창공원앞","992","1177","20210210",""
"20210207","경의선","신촌","224","201","20210210",""
"20210207","경의선","서울역","698","676","20210210",""
"20210207","경원선","소요산","2625","2313","20210210",""
"20210207","경원선","동두천","961","1196","20210210",""
"20210207","경원선","보산","969","858","20210210",""
"20210207","경원선","동두천중앙","1640","1593","20210210",""
"20210207","경원선","지행","3274","3171","20210210",""
"20210207","경원선","덕정","2570","2630","20210210",""
"20210207","경원선","덕계","1255","1146","20210210",""
"20210207","경원선","양주","3651","3568","20210210",""
"20210207","경원선","녹양","2250","2152","20210210",""
"20210207","경원선","가능","3140","2969","20210210",""
"20210207","경원선","의정부","11279","11372","20210210",""
"20210207","경원선","회룡","5793","5759","20210210",""
"20210207","경원선","망월사","3906","4024","20210210",""
"20210207","경원선","도봉산","6825","4841","20210210",""
"20210207","경원선","도봉","2876","2674","20210210",""
"20210207","경원선","방학","4856","4721","20210210",""
"20210207","경원선","녹천","2215","1904","20210210",""
"20210207","경원선","월계","3224","2979","20210210",""
"20210207","경원선","광운대","3596","3585","20210210",""
"20210207","경원선","석계","3942","4234","20210210",""
"20210207","경원선","신이문","4044","3755","20210210",""
"20210207","경원선","외대앞","3658","3647","20210210",""
"20210207","경원선","청량리(서울시립대입구)","9849","9797","20210210",""
"20210207","경원선","왕십리(성동구청)","7214","7962","20210210",""
"20210207","경원선","응봉","787","757","20210210",""
"20210207","경원선","옥수","44","21","20210210",""
"20210207","경원선","한남","1645","1651","20210210",""
"20210207","경원선","서빙고","808","826","20210210",""
"20210207","경원선","이촌(국립중앙박물관)","1697","1382","20210210",""
"20210207","경부선","광명","1560","1226","20210210",""
"20210207","경부선","서동탄","619","594","20210210",""
"20210207","경부선","당정","2350","2439","20210210",""
"20210207","경부선","천안","4068","3727","20210210",""
"20210207","경부선","두정","2822","3028","20210210",""
"20210207","경부선","직산","374","415","20210210",""
"20210207","경부선","성환","1680","1968","20210210",""
"20210207","경부선","평택","8245","8491","20210210",""
"20210207","경부선","지제","1369","1498","20210210",""
"20210207","경부선","서정리","3195","4344","20210210",""
"20210207","경부선","송탄","2470","2730","20210210",""
"20210207","경부선","진위","521","542","20210210",""
"20210207","경부선","오산","5536","5967","20210210",""
"20210207","경부선","오산대","1489","1432","20210210",""
"20210207","경부선","세마","1237","1187","20210210",""
"20210207","경부선","병점","7108","7670","20210210",""
"20210207","경부선","세류","1448","1522","20210210",""
"20210207","경부선","독산","5217","5351","20210210",""
"20210207","경부선","수원","24419","24463","20210210",""
"20210207","경부선","화서","2931","2797","20210210",""
"20210207","경부선","성균관대","5920","6124","20210210",""
"20210207","경부선","의왕","3448","3425","20210210",""
"20210207","경부선","군포","2542","2490","20210210",""
"20210207","경부선","금정","10555","11121","20210210",""
"20210207","경부선","명학","2720","2703","20210210",""
"20210207","경부선","안양","10704","10576","20210210",""
"20210207","경부선","관악","3766","3471","20210210",""
"20210207","경부선","석수","4111","4082","20210210",""
"20210207","경부선","금천구청","4867","4826","20210210",""
"20210207","경부선","가산디지털단지","3465","4802","20210210",""
"20210207","경부선","구로","7620","7677","20210210",""
"20210207","경부선","신길","4054","3392","20210210",""
"20210207","경부선","신도림","1563","1666","20210210",""
"20210207","경부선","영등포","24356","23700","20210210",""
"20210207","경부선","대방","4563","4863","20210210",""
"20210207","경부선","노량진","4927","4676","20210210",""
"20210207","경부선","용산","19301","18543","20210210",""
"20210207","경부선","남영","3495","3518","20210210",""
"20210207","경부선","서울역","3473","874","20210210",""
"20210207","경강선","여주","1220","1080","20210210",""
"20210207","경강선","세종대왕릉","164","157","20210210",""
"20210207","경강선","부발","923","1533","20210210",""
"20210207","경강선","이천","1483","1655","20210210",""
"20210207","경강선","신둔도예촌","580","572","20210210",""
"20210207","경강선","곤지암","1077","1158","20210210",""
"20210207","경강선","초월","1227","1241","20210210",""
"20210207","경강선","경기광주","2851","2902","20210210",""
"20210207","경강선","삼동","799","781","20210210",""
"20210207","경강선","이매","446","307","20210210",""
"20210207","경강선","판교","1931","1761","20210210",""
"20210207","9호선2~3단계","중앙보훈병원","2341","2171","20210210",""
"20210207","9호선2~3단계","둔촌오륜","377","346","20210210",""
"20210207","9호선2~3단계","올림픽공원(한국체대)","2070","2110","20210210",""
"20210207","9호선2~3단계","한성백제","1067","938","20210210",""
"20210207","9호선2~3단계","송파나루","2370","2575","20210210",""
"20210207","9호선2~3단계","석촌","3467","2950","20210210",""
"20210207","9호선2~3단계","석촌고분","2451","2438","20210210",""
"20210207","9호선2~3단계","삼전","2895","2842","20210210",""
"20210207","9호선2~3단계","종합운동장","1721","1479","20210210",""
"20210207","9호선2~3단계","봉은사","5295","5025","20210210",""
"20210207","9호선2~3단계","삼성중앙","1577","1644","20210210",""
"20210207","9호선2~3단계","선정릉","2510","2774","20210210",""
"20210207","9호선2~3단계","언주","2856","2762","20210210",""
"20210207","9호선","신논현","12216","11319","20210210",""
"20210207","9호선","사평","967","1100","20210210",""
"20210207","9호선","고속터미널","6828","9100","20210210",""
"20210207","9호선","신반포","1094","1120","20210210",""
"20210207","9호선","구반포","942","1001","20210210",""
"20210207","9호선","동작(현충원)","842","690","20210210",""
"20210207","9호선","흑석(중앙대입구)","2993","3801","20210210",""
"20210207","9호선","노들","1906","1709","20210210",""
"20210207","9호선","노량진","11512","12032","20210210",""
"20210207","9호선","샛강","1350","1411","20210210",""
"20210207","9호선","여의도","4501","4050","20210210",""
"20210207","9호선","국회의사당","3286","3007","20210210",""
"20210207","9호선","당산","6748","6631","20210210",""
"20210207","9호선","선유도","2156","2083","20210210",""
"20210207","9호선","신목동","1324","1207","20210210",""
"20210207","9호선","염창","6612","6611","20210210",""
"20210207","9호선","등촌","4402","4543","20210210",""
"20210207","9호선","증미","2658","2632","20210210",""
"20210207","9호선","가양","8009","8015","20210210",""
"20210207","9호선","양천향교","3265","3362","20210210",""
"20210207","9호선","마곡나루(서울식물원)","4132","4025","20210210",""
"20210207","9호선","신방화","2811","2758","20210210",""
"20210207","9호선","공항시장","1388","1541","20210210",""
"20210207","9호선","김포공항","5683","8786","20210210",""
"20210207","9호선","개화","817","712","20210210",""
"20210207","8호선","모란","2217","1881","20210210",""
"20210207","8호선","수진","2445","2175","20210210",""
"20210207","8호선","신흥","2386","2536","20210210",""
"20210207","8호선","단대오거리","4558","4446","20210210",""
"20210207","8호선","남한산성입구(성남법원.검찰청)","5749","5311","20210210",""
"20210207","8호선","산성","3059","3165","20210210",""
"20210207","8호선","복정","3773","3622","20210210",""
"20210207","8호선","장지","7623","7930","20210210",""
"20210207","8호선","문정","4409","4512","20210210",""
"20210207","8호선","가락시장","3133","3891","20210210",""
"20210207","8호선","송파","3002","3246","20210210",""
"20210207","8호선","석촌","3347","4148","20210210",""
"20210207","8호선","잠실(송파구청)","8363","8584","20210210",""
"20210207","8호선","몽촌토성(평화의문)","2441","2380","20210210",""
"20210207","8호선","강동구청","3681","3873","20210210",""
"20210207","8호선","천호(풍납토성)","7555","8634","20210210",""
"20210207","8호선","암사","7321","6968","20210210",""
"20210207","7호선","부평구청","4046","3608","20210210",""
"20210207","7호선","굴포천","3719","3803","20210210",""
"20210207","7호선","삼산체육관","1786","1762","20210210",""
"20210207","7호선","상동","5404","5308","20210210",""
"20210207","7호선","부천시청","5489","5409","20210210",""
"20210207","7호선","신중동","5527","5267","20210210",""
"20210207","7호선","춘의","2771","2627","20210210",""
"20210207","7호선","부천종합운동장","1743","1569","20210210",""
"20210207","7호선","까치울","2981","3009","20210210",""
"20210207","7호선","온수(성공회대입구)","3348","3407","20210210",""
"20210207","7호선","광명사거리","10376","10274","20210210",""
"20210207","7호선","철산","8089","8282","20210210",""
"20210207","7호선","가산디지털단지","8856","8035","20210210",""
"20210207","7호선","남구로","5610","5509","20210210",""
"20210207","7호선","대림(구로구청)","5556","5173","20210210",""
"20210207","7호선","신풍","5139","4733","20210210",""
"20210207","7호선","보라매","3612","3486","20210210",""
"20210207","7호선","신대방삼거리","6523","6321","20210210",""
"20210207","7호선","장승배기","4146","4035","20210210",""
"20210207","7호선","상도","4314","4315","20210210",""
"20210207","7호선","숭실대입구(살피재)","4761","4995","20210210",""
"20210207","1호선","서울역","16216","15540","20210210",""
"20210207","7호선","남성","4442","4412","20210210",""
"20210207","7호선","이수","6716","6306","20210210",""
"20210207","7호선","내방","4227","4433","20210210",""
"20210207","7호선","고속터미널","7812","5848","20210210",""
"20210207","7호선","반포","2320","2350","20210210",""
"20210207","7호선","논현","5313","5684","20210210",""
"20210207","7호선","학동","4654","4945","20210210",""
"20210207","7호선","강남구청","4346","4829","20210210",""
"20210207","7호선","청담","5472","5817","20210210",""
"20210207","7호선","뚝섬유원지","3935","3778","20210210",""
"20210207","7호선","건대입구","6082","5887","20210210",""
"20210207","7호선","어린이대공원(세종대)","5494","5174","20210210",""
"20210207","7호선","군자(능동)","6119","4886","20210210",""
"20210207","7호선","중곡","4212","4194","20210210",""
"20210207","7호선","용마산(용마폭포공원)","2538","2851","20210210",""
"20210207","7호선","사가정","7615","7337","20210210",""
"20210207","7호선","면목","6654","6710","20210210",""
"20210207","7호선","상봉(시외버스터미널)","7883","7480","20210210",""
"20210207","7호선","중화","4750","4693","20210210",""
"20210207","7호선","먹골","4526","4469","20210210",""
"20210207","7호선","태릉입구","3840","3550","20210210",""
"20210207","7호선","공릉(서울과학기술대)","5397","5443","20210210",""
"20210207","7호선","하계","7073","6700","20210210",""
"20210207","7호선","중계","5386","4980","20210210",""
"20210207","7호선","노원","8951","8748","20210210",""
"20210207","7호선","마들","4903","4647","20210210",""
"20210207","7호선","수락산","6710","6642","20210210",""
"20210207","7호선","도봉산","3957","5931","20210210",""
"20210207","7호선","장암","997","708","20210210",""
"20210207","6호선","봉화산(서울의료원)","3138","3085","20210210",""
"20210207","6호선","화랑대(서울여대입구)","3880","3399","20210210",""
"20210207","6호선","태릉입구","2436","2553","20210210",""
"20210207","6호선","석계","5232","5408","20210210",""
"20210207","6호선","돌곶이","3719","3416","20210210",""
"20210207","6호선","상월곡(한국과학기술연구원)","2566","2309","20210210",""
"20210207","6호선","월곡(동덕여대)","4490","4440","20210210",""
"20210207","6호선","고려대(종암)","3194","3098","20210210",""
"20210207","6호선","안암(고대병원앞)","3609","3680","20210210",""
"20210207","6호선","보문","3212","2930","20210210",""
"20210207","6호선","창신","1364","1292","20210210",""
"20210207","6호선","동묘앞","5184","4908","20210210",""
"20210207","6호선","신당","3243","3954","20210210",""
"20210207","6호선","청구","1408","1413","20210210",""
"20210207","6호선","버티고개","943","971","20210210",""
"20210207","6호선","한강진","4189","4814","20210210",""
"20210207","6호선","이태원","6538","6306","20210210",""
"20210207","6호선","녹사평(용산구청)","3039","2892","20210210",""
"20210207","6호선","삼각지","2362","1864","20210210",""
"20210207","6호선","효창공원앞","2689","2523","20210210",""
"20210207","6호선","공덕","5585","5278","20210210",""
"20210207","6호선","대흥(서강대앞)","2955","2972","20210210",""
"20210207","6호선","광흥창(서강)","3392","3253","20210210",""
"20210207","6호선","상수","4559","4932","20210210",""
"20210207","6호선","합정","7429","6554","20210210",""
"20210207","6호선","망원","8504","9119","20210210",""
"20210207","6호선","마포구청","5881","5456","20210210",""
"20210207","6호선","월드컵경기장(성산)","3056","2957","20210210",""
"20210207","6호선","디지털미디어시티","4172","4342","20210210",""
"20210207","6호선","증산(명지대앞)","4711","4813","20210210",""
"20210207","6호선","새절(신사)","5459","5335","20210210",""
"20210207","6호선","구산","3048","2435","20210210",""
"20210207","6호선","독바위","1293","1605","20210210",""
"20210207","6호선","불광","2384","2232","20210210",""
"20210207","6호선","역촌","1591","1823","20210210",""
"20210207","6호선","응암","7739","7776","20210210",""
"20210207","5호선","하남풍산","2117","2359","20210210",""
"20210207","5호선","미사","5733","5626","20210210",""
"20210207","5호선","마천","2632","2813","20210210",""
"20210207","5호선","거여","2966","2878","20210210",""
"20210207","5호선","개롱","2396","2635","20210210",""
"20210207","5호선","오금","1319","1275","20210210",""
"20210207","5호선","방이","3110","2966","20210210",""
"20210207","5호선","올림픽공원(한국체대)","1519","1318","20210210",""
"20210207","5호선","둔촌동","3752","3920","20210210",""
"20210207","5호선","상일동","5832","5581","20210210",""
"20210207","5호선","고덕","3354","3261","20210210",""
"20210207","5호선","명일","3495","3577","20210210",""
"20210207","5호선","굽은다리(강동구민회관앞)","4298","3983","20210210",""
"20210207","5호선","길동","3456","3641","20210210",""
"20210207","5호선","강동","7512","7149","20210210",""
"20210207","5호선","천호(풍납토성)","10286","9504","20210210",""
"20210207","5호선","광나루(장신대)","5844","5726","20210210",""
"20210207","5호선","아차산(어린이대공원후문)","8089","8115","20210210",""
"20210207","5호선","군자(능동)","4773","5147","20210210",""
"20210207","5호선","장한평","5909","5775","20210210",""
"20210207","5호선","답십리","5901","5562","20210210",""
"20210207","5호선","마장","2730","2800","20210210",""
"20210207","5호선","왕십리(성동구청)","2137","2377","20210210",""
"20210207","5호선","행당","3181","2832","20210210",""
"20210207","5호선","청구","1557","1426","20210210",""
"20210207","5호선","동대문역사문화공원(DDP)","584","639","20210210",""
"20210207","5호선","을지로4가","1207","1299","20210210",""
"20210207","5호선","종로3가","6241","5687","20210210",""
"20210207","5호선","광화문(세종문화회관)","8780","8615","20210210",""
"20210207","5호선","서대문","3916","3956","20210210",""
"20210207","5호선","충정로(경기대입구)","1176","1228","20210210",""
"20210207","5호선","애오개","2239","2366","20210210",""
"20210207","5호선","공덕","3522","3546","20210210",""
"20210207","5호선","마포","3785","3851","20210210",""
"20210207","5호선","여의나루","3181","3327","20210210",""
"20210207","5호선","여의도","4321","4512","20210210",""
"20210207","5호선","신길","1477","1672","20210210",""
"20210207","5호선","영등포시장","3514","3638","20210210",""
"20210207","5호선","영등포구청","1076","1068","20210210",""
"20210207","5호선","양평","2226","2221","20210210",""
"20210207","5호선","오목교(목동운동장앞)","9607","9832","20210210",""
"20210207","5호선","목동","6091","6297","20210210",""
"20210207","5호선","신정(은행정)","5114","4624","20210210",""
"20210207","5호선","까치산","12769","12555","20210210",""
